zip,lat,lon
00501,40.8179265,-73.0453137
00544,40.8172671,-73.0459774
01001,42.0636956,-72.6269437
01002,42.34037989999999,-72.4968189
01003,42.3956556,-72.52196169999999
01004,42.3761193,-72.5324102
01005,42.4228364,-72.1050843
01007,42.2872433,-72.4021423
01008,42.18370350000001,-72.9696779
01009,42.2149803,-72.3440624
01010,42.1423204,-72.2126905
01011,42.2987566,-72.9696779
01012,42.3802332,-72.8456399
01013,42.1521342,-72.6092032
01014,42.1584677,-72.58535859999999
01020,42.1753663,-72.5737187
01021,42.1584677,-72.58535859999999
01022,42.1985692,-72.53822930000001
01026,42.4559124,-72.9342451
01027,42.2667707,-72.6689603
01028,42.0644337,-72.5086511
01029,42.1965884,-73.0228173
01030,42.0710458,-72.6742455
01031,42.345024,-72.224535
01032,42.4548308,-72.8338234
01033,42.263889,-72.4968189
01034,42.0684029,-72.9696779
01035,42.3592048,-72.5559746
01036,42.0572887,-72.4021423
01037,42.3794045,-72.2008455
01038,42.3818468,-72.6092032
01039,42.400416,-72.6978931
01040,42.2172092,-72.6269437
01041,42.2081539,-72.60965300000001
01050,42.2920691,-72.86336349999999
01053,42.3506122,-72.7156274
01054,42.4816448,-72.4849861
01056,42.1912926,-72.4613191
01057,42.0806976,-72.3074326
01059,42.41032329999999,-72.53101339999999
01060,42.3250492,-72.6411923
01061,42.3214031,-72.6273488
01062,42.3239585,-72.6978931
01063,42.31907260000001,-72.6395091
01066,42.4137381,-72.6262045
01068,42.35275710000001,-72.0349647
01069,42.1842549,-72.2955915
01070,42.5208988,-72.92243289999999
01071,42.1578479,-72.86336349999999
01072,42.4513995,-72.4139787
01073,42.224142,-72.7333604
01074,42.3845376,-72.0987919
01075,42.2481415,-72.5796331
01077,42.05087229999999,-72.79246119999999
01079,42.2013906,-72.32815310000001
01080,42.1830752,-72.3636704
01081,42.0579166,-72.224535
01082,42.25970239999999,-72.2397493
01083,42.2217737,-72.2156517
01084,42.3856752,-72.8810859
01085,42.1318779,-72.7570024
01086,42.11429770000001,-72.74843109999999
01088,42.3873739,-72.64468289999999
01089,42.1249932,-72.6505957
01090,42.11,-72.61999999999999
01092,42.206416,-72.23933989999999
01093,42.4289964,-72.628422
01094,42.35417959999999,-72.142909
01095,42.1300574,-72.4376499
01096,42.4113943,-72.7688226
01097,42.1599999,-72.83
01098,42.4135617,-72.9696779
01101,42.1056673,-72.59774519999999
01102,42.11,-72.6
01103,42.105218,-72.59294009999999
01104,42.1341459,-72.5707614
01105,42.1014803,-72.5766759
01106,42.0526282,-72.5559746
01107,42.1156917,-72.6062464
01108,42.0871698,-72.5618894
01109,42.1237147,-72.5500596
01111,42.117339,-72.5481187
01115,42.1030245,-72.5921485
01116,42.0469648,-72.53278860000002
01118,42.0912195,-72.52639839999999
01119,42.1277525,-72.514567
01128,42.0971896,-72.4879444
01129,42.11444729999999,-72.4909026
01138,42.0874076,-72.56429080000001
01139,42.11,-72.6
01144,42.1019933,-72.5905375
01151,42.1546691,-72.502735
01152,42.153624,-72.5190038
01199,42.1208719,-72.6029199
01201,42.46345030000001,-73.3001233
01202,42.4495146,-73.2493233
01203,42.45,-73.25
01220,42.625879,-73.111356
01222,42.0583031,-73.317812
01223,42.32026430000001,-73.111356
01224,42.5110387,-73.19543600000002
01225,42.5645265,-73.1467619
01226,42.4846267,-73.1231585
01227,42.47,-73.17
01229,42.2866056,-73.3502377
01230,42.20217299999999,-73.3472901
01235,42.4279279,-73.06413959999999
01236,42.2593683,-73.3767641
01237,42.597797,-73.2411506
01238,42.3043674,-73.2460582
01240,42.372065,-73.2647416
01242,42.3339899,-73.2463113
01243,42.37085829999999,-73.0346244
01244,42.11757220000001,-73.2695332
01245,42.1888456,-73.19396119999999
01247,42.6948505,-73.06413959999999
01252,42.2,-73.44
01253,42.19024750000001,-73.0759446
01254,42.3861466,-73.3590802
01255,42.1283575,-73.111356
01256,42.5734461,-73.0169135
01257,42.0937726,-73.3944466
01258,42.0928694,-73.45337789999999
01259,42.0612942,-73.2411506
01260,42.2627362,-73.2706389
01262,42.2974781,-73.32665589999999
01263,42.30922109999999,-73.30896779999999
01264,42.2407566,-73.1880618
01266,42.3165041,-73.4062342
01267,42.6852841,-73.2529464
01270,42.50433,-73.06413959999999
01301,42.5924102,-72.6037637
01302,42.5875135,-72.5976008
01330,42.5063924,-72.82791499999999
01331,42.5938138,-72.2271292
01337,42.6906541,-72.5441445
01338,42.5846501,-72.8101887
01339,42.6279595,-72.8751786
01340,42.6821496,-72.7333604
01341,42.522589,-72.6860696
01342,42.5382769,-72.6032895
01343,42.6575978,-72.97558289999999
01344,42.6131079,-72.44356739999999
01346,42.6607597,-72.8101887
01347,42.5562716,-72.5167854
01349,42.5730193,-72.4909026
01350,42.7128396,-72.9637728
01351,42.5462156,-72.53231389999999
01354,42.6376015,-72.5086511
01355,42.4249954,-72.3074326
01360,42.6957223,-72.4528023
01364,42.5903491,-72.3099167
01366,42.4861078,-72.2126905
01367,42.6999574,-72.9106202
01368,42.6685533,-72.16530759999999
01370,42.6060911,-72.7333604
01373,42.4657318,-72.6269437
01375,42.4546495,-72.5559746
01376,42.5936643,-72.5618894
01378,42.6608094,-72.35479149999999
01379,42.5466312,-72.4139787
01380,42.5846756,-72.4139787
01420,42.5768698,-71.8334145
01430,42.6682004,-71.9282781
01431,42.6792111,-71.82155449999999
01432,42.56035869999999,-71.560526
01434,42.5360141,-71.6139348
01436,42.60778200000001,-72.0823688
01438,42.561206,-72.03829809999999
01440,42.59246419999999,-71.9875531
01441,42.5610824,-71.925572
01450,42.6057805,-71.5486562
01451,42.5073686,-71.5842643
01452,42.4937014,-72.0231125
01453,42.52334339999999,-71.7385225
01460,42.5295344,-71.4893013
01462,42.5992565,-71.7385225
01463,42.6664257,-71.5792827
01464,42.5721628,-71.6317359
01467,42.4923435,-71.617318
01468,42.5507966,-72.0823688
01469,42.6747554,-71.6792008
01470,42.61,-71.5699999
01471,42.6234219,-71.5846219
01472,42.6031146,-71.6267349
01473,42.5580692,-71.8927076
01474,42.6675405,-71.7503855
01475,42.685339,-72.0479505
01501,42.1882948,-71.845274
01503,42.38215080000001,-71.6317359
01504,42.0418415,-71.53678599999999
01505,42.3597148,-71.726659
01506,42.1922655,-72.106068
01507,42.1425299,-71.97569899999999
01508,42.147218,-71.98943
01509,42.16999999999999,-71.97999999999999
01510,42.4166513,-71.6828223
01515,42.2056874,-72.04089060000001
01516,42.0579365,-71.7503855
01518,42.1233113,-72.1238412
01519,42.1992877,-71.6792008
01520,42.341032,-71.845274
01521,42.0580507,-72.16530759999999
01522,42.3830177,-71.8689917
01523,42.4850811,-71.6792008
01524,42.2572094,-71.9164217
01525,42.0973646,-71.6448526
01526,42.0940675,-71.747883
01527,42.1805434,-71.7978333
01529,42.03436689999999,-71.57832979999999
01531,42.3298553,-72.12976530000002
01532,42.3197933,-71.6423322
01534,42.1398758,-71.6376694
01535,42.26848770000001,-72.0849557
01536,42.2356407,-71.69699849999999
01537,42.1615885,-71.8867788
01538,42.08924589999999,-71.6425628
01540,42.1170386,-71.86472119999999
01541,42.4591686,-71.8689917
01542,42.2036959,-71.9104934
01543,42.3717748,-71.97569899999999
01545,42.2834603,-71.726659
01546,42.288793,-71.7518683
01550,42.0749668,-72.03368569999999
01560,42.1744247,-71.6732681
01561,42.4431846,-71.6870936
01562,42.2190542,-71.97569899999999
01564,42.4551075,-71.785972
01566,42.1082733,-72.0787672
01568,42.1684252,-71.6080009
01569,42.0499476,-71.6436028
01570,42.0542919,-71.845274
01571,42.0582113,-71.9282781
01581,42.2638905,-71.6080009
01583,42.37897359999999,-71.785972
01585,42.219002,-72.1534606
01586,42.16999999999999,-71.8
01588,42.1170567,-71.6732681
01590,42.14213729999999,-71.7385225
01601,42.26,-71.8
01602,42.2704584,-71.85120359999999
01603,42.23987959999999,-71.8393443
01604,42.2530794,-71.7741103
01605,42.279853,-71.7919027
01606,42.3142089,-71.7978333
01607,42.232124,-71.7919027
01608,42.261272,-71.8022812
01609,42.2971508,-71.8393443
01610,42.25319959999999,-71.8185895
01611,42.2361301,-71.87492089999999
01612,42.3183296,-71.940134
01613,42.26506879999999,-71.7944973
01614,42.2631979,-71.8015892
01615,42.26,-71.8
01653,42.29223169999999,-71.783748
